Source,Target,Weight,Season
REGINA,SMEE,,5
REGINA,IGOR,,5
REGINA,VICTOR_FRANKENSTEIN,,5
REGINA,ANTON,,5
REGINA,ANITA_LUCAS,,5
REGINA,QUINN,,5
REGINA,CLAUDE,,5
REGINA,GREG_MENDELL,,5
REGINA,ALPHONSE_FRANKENSTEIN,,5
REGINA,GERHARDT_FRANKENSTEIN,,5
REGINA,ABRAHAM,,5
REGINA,ARLO,,5
REGINA,JACK,,5
REGINA,SEER,,5
REGINA,QUEEN_EVA,,5
REGINA,JOHANNA,,5
REGINA,TAMARA,,5
REGINA,KING_XAVIER,,5
REGINA,KURT_FLYNN,,5
REGINA,THE_DRAGON,,5
REGINA,SHERIFF_OF_NOTTINGHAM,,5
REGINA,MARIAN,,5
REGINA,ROBIN_HOOD,,5
REGINA,JOHN_DARLING,,5
REGINA,MICHAEL_DARLING,,5
REGINA,THE_SHADOW,,5
REGINA,WENDY,,5
REGINA,FELIX,,5
REGINA,TINKER_BELL,,5
REGINA,LIAM,,5
REGINA,DEVIN,,5
REGINA,ARIEL,,5
REGINA,URSULA,,5
REGINA,PRINCE_ERIC,,5
REGINA,ADOPTION_AGENT,,5
REGINA,MALCOLM,,5
REGINA,SHADOW,,5
REGINA,WALSH,,5
REGINA,RAPUNZEL,,5
REGINA,LUMIERE,,5
REGINA,BLACK_BEARD,,5
REGINA,JONATHAN,,5
REGINA,PRINCE_LEOPOLD,,5
REGINA,GLINDA,,5
REGINA,DOROTHY,,5
REGINA,ANNA,,5
REGINA,GERDA,,5
REGINA,GRAND_PABBIE,,5
REGINA,KRISTOFF,,5
REGINA,SVEN,,5
REGINA,BO_PEEP,,5
REGINA,INGRID,,5
REGINA,HANS,,5
REGINA,WILL_SCARLET,,5
REGINA,APPRENTICE,,5
REGINA,LILY_PAGE,,5
REGINA,LILYS_ADOPTIVE_FATHER,,5
REGINA,COLETTE,,5
REGINA,DUKE_OF_WESELTON,,5
REGINA,HELGA,,5
REGINA,MADAME_FAUSTINA,,5
REGINA,CRUELLA_DE_VIL,,5
REGINA,KING_STEFAN,,5
REGINA,POSEIDON,,5
REGINA,ISAAC_HELLER,,5
REGINA,MADELINE,,5
REGINA,MERLIN,,5
REGINA,KING_ARTHUR,,5
REGINA,SIR_KAY,,5
REGINA,MERIDA,,5
REGINA,PERCIVAL,,5
REGINA,GUINEVERE,,5
REGINA,VIOLET_MORGAN,,5
REGINA,GRIF,,5
REGINA,SIR_HANK_MORGAN,,5
REGINA,NIMUE,,5
REGINA,LORD_MACINTOSH,,5
REGINA,VORTIGAN,,5
REGINA,QUEEN_ELINOR,,5
REGINA,KING_FERGUS,,5
REGINA,WITCH,,5
REGINA,BRENNAN_JONES,,5
REGINA,LIAM,,5
REGINA,HADES,,5
REGINA,HERCULES,,5
REGINA,MEGARA,,5
REGINA,FENDRAKE_THE_HEALER,,5
REGINA,CAPTAIN_SILVER,,5
REGINA,CLEO_FOX,,5
REGINA,ZEUS,,5
REGINA,DR_JEKYLL,,5
REGINA,ORDERLY,,5
REGINA,MR_HYDE,,5
REGINA,EVIL_QUEEN_SERUM,,5
RUMPLE,SNOW,,5
RUMPLE,HOOK,,5
RUMPLE,PAN,,5
RUMPLE,ZELENA,,5
RUMPLE,PINOCCHIO,,5
RUMPLE,JIMINY,,5
RUMPLE,HUNTSMAN,,5
RUMPLE,RUBY,,5
RUMPLE,MIRROR,,5
RUMPLE,GRANNY,,5
RUMPLE,GRUMPY,,5
RUMPLE,GEORGE,,5
RUMPLE,ABIGAIL,,5
RUMPLE,CINDERELLA,,5
RUMPLE,THOMAS,,5
RUMPLE,WHALE,,5
RUMPLE,GEPPETTO,,5
RUMPLE,BLUE,,5
RUMPLE,JEFFERSON,,5
RUMPLE,MALEFICENT,,5
RUMPLE,PRINCE_HENRY,,5
RUMPLE,KING,,5
RUMPLE,MARTIN,,5
RUMPLE,MYRNA,,5
RUMPLE,RUTH,,5
RUMPLE,MIDAS,,5
RUMPLE,ZOSO,,5
RUMPLE,BEALFIRE,,5
RUMPLE,HORDOR,,5
RUMPLE,BLIND_WITCH,,5
RUMPLE,HANSEL,,5
